SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
5800207671,Acta Baltico-Slavica,651044,23922389,2011-2023,ENG; POL; RUS,Journal,"Polish Academy of Sciences, Institute of Slavic Studies",1208; 1203; 3310; 1202
51013,Acta Biochimica et Biophysica Sinica,16729145,17457270,1996-2025,CHI; ENG,Journal,Science China Press,1312; 1304; 1303
16753,Acta Biochimica Polonica,0001527X,1734154X,1955-2024,ENG,Journal,Frontiers Media SA,1300
10600153355,Acta Bioethica,7175906,1726569X,2007-2024,SPA,Journal,Universidad de Chile - Centro Interdisciplinario de Estudios en Bioetica,2719; 3306
17600155203,Acta Biologica Colombiana,0120548X,19001649,2008-2024,SPA,Journal,Universidad Nacional de Colombia,1100
16199,Acta Biologica Cracoviensia Series Botanica,15296,18980295,1996-2024,ENG,Journal,"Polish Academy of Sciences, Biological Commission",1110
21101021170,Acta Biologica Sibirica,,24121908,2019-2024,ENG; RUS,Journal,Altai State University,2306; 2309; 1109; 1105; 1103; 2303; 1110
21101190205,Acta Biologica Slovenica,,18543073,2019-2024,ENG; SLO,Journal,Univerza v Ljubljani,1111; 1110; 1103; 1101
87723,Acta Biologica Szegediensis,1588385X,15884082,1997-2023,ENG,Journal,University of Szeged,1100; 1300
21101212238,Acta Biologica Universitatis Daugavpiliensis,14078953,,2020-2024,ENG,Journal,"Daugavpils University Academic Press ""Saule""",1101
3300147809,Acta Biomaterialia,17427061,18787568,2005-2025,ENG,Journal,Acta Materialia Inc,2502; 2204; 1312; 1303; 1305
28021,Acta Biomedica,3924203,25316745,1974-2024,ENG; ITA,Journal,Mattioli 1885,2700
21101032721,Acta Biomedica Scientifica,25419420,25879596,2017-2024,ENG; RUS,Journal,Scientific Centre for Family Health and Human Reproduction Problems,1300; 2700; 2400
12456,Acta Biotheoretica,15342,15728358,1990-2024; 1967-1988; 1955-1965; 1951-1953; 1946-1949; 1935-1943,ENG,Journal,Springer Science and Business Media B.V.,1300; 1100; 2604; 1211; 2300
19700181417,Acta Borealia,8003831,1503111X,1996-2024; 1984-1994,ENG,Journal,Routledge,3312; 1202; 3314; 3316
4800153106,Acta Botanica Brasilica,1023306,1677941X,1997-2024,ENG; POR,Journal,Sociedade Botanica do Brasil,1110
16201,Acta Botanica Croatica,3650588,18478476,1998-2024; 1996; 1985; 1980-1983,ENG,Journal,University of Zagreb,1110; 1105
16209,Acta Botanica Hungarica,2366495,15882578,2007-2023; 2001-2004; 1986-1989,ENG,Journal,Akademiai Kiado,1110; 1105
16636,Acta Botanica Malacitana,2109506,23405074,2020-2023; 1995-1996,ENG; GER; SPA,Journal,Universidad de Malaga,1901; 1101
19200156903,Acta Botanica Mexicana,1877151,24487589,2008-2024,ENG; SPA,Journal,"Instituto de Ecologia, A.C.",1105; 1110
17600155121,Acta Botanica Venezuelica,845906,24434264,2013-2022; 2008-2011,SPA,Journal,Universidad Central de Venezuela,1110
21977,Acta Cardiologica,15385,3737934,1946-2024,ENG,Journal,Taylor and Francis Ltd.,2705
20701,Acta Cardiologica Sinica,10116842,,1988-2024,CHI; ENG,Journal,Republic of China Society of Cardiology,2705
94302,Acta Carsologica,5836050,15802612,2005-2024; 1986; 1981-1983,ENG,Journal,"ZRC SAZU, Zalozba ZRC",1904
4800152303,Acta Chimica Sinica,5677351,,1996-2024; 1982,CHI,Journal,Science China Press,1600
22658,Acta Chimica Slovenica,13180207,15803155,1996-2024,ENG; FRE; GER,Journal,Slovensko Kemijsko Drustvo,1600
24079,Acta Chiropterologica,15081109,,1999-2024,ENG,Journal,Museum and Institute of Zoology PAS,1103
38410,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,15415,,1996-2024; 1993-1994; 1950-1991,CZE; ENG; GER; SLO,Journal,Galen s.r.o.,2732; 2746
20397,Acta Chirurgiae Plasticae,15423,18054404,1959-2024,ENG,Journal,Czech Medical Association J.E. Purkyne,2746
20400,Acta Chirurgica Belgica,15458,,1946-2024,ENG; FRE,Journal,Taylor and Francis Ltd.,2746
22659,Acta Chromatographica,12332356,20835736,1996-2024,ENG,Journal,Akademiai Kiado,1600
146161,Acta Cirurgica Brasileira,1028650,,2002-2024,POR,Journal,Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia,2746
28296,Acta Classica,651141,,2010-2023; 1975; 1973,ENG,Journal,The aim of the Classical Association of South Africa (CASA),1205
21101173100,Acta Classica Universitatis Scientiarum Debreceniensis,0418453X,27323390,2019-2024,ENG; FRE; GER; ITA; SPA,Journal,"Department of Classical Philology and Ancient History, University of Debrecen",1208; 1205; 1203; 1202
32957,Acta Clinica Belgica,17843286,22953337,1946-2024,,Journal,Taylor and Francis Ltd.,2700
26518,Acta Clinica Croatica,3539466,13339451,1993-2023,ENG,Journal,Klinicka Bolnica Sestre Milosrdnice,2700
21101115808,Acta Colombiana de Cuidado Intensivo,1227262,27730697,2015-2024,SPA,Journal,Asociacion Colombiana de Medicina Critica y Cuidado lntensivo,2703; 2706; 2902; 2906
10600153356,Acta Colombiana de Psicologia,1239155,19099711,2007-2024,SPA,Journal,Universidad Catolica de Colombia,2738; 3200; 3300
19600157337,Acta Comeniana,2315955,,2009-2022; 2007; 2005,CZE; ENG; GER,Journal,Academy of Sciences of the Czech Republic,1211; 1212; 1202; 3304; 3316
21101068169,Acta Commercii,24131903,16841999,2019-2024,ENG,Journal,AOSIS (Pty) Ltd,1401; 1407; 1408
5700169412,Acta Comportamentalia,1888145,,2017-2024,POR,Journal,Universidad Nacional Autonoma de Mexico,3304; 3204; 3202
21100788778,Acta Conventus Neo-Latini,22126007,,2024; 2020; 2018; 2015; 2012,ENG,Book Series,Brill Academic Publishers,1208; 1202; 1205
21100326898,Acta Crystallographica Section A: Foundations and Advances,,20532733,2014-2024; 1998,ENG,Journal,John Wiley & Sons Inc.,1604; 1606; 3104; 2500; 1303; 1315
21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",20525192,20525206,2013-2024,ENG,Journal,John Wiley & Sons Inc.,2505; 2506; 3107; 2504
21100778657,Acta Crystallographica Section D: Structural Biology,,20597983,2016-2024,ENG,Journal,John Wiley & Sons Inc.,1315
21100427192,Acta Crystallographica Section E: Crystallographic Communications,,20569890,2015-2024,ENG,Journal,International Union of Crystallography,1600; 3104; 2500
21100326880,Acta Crystallographica Section F:Structural Biology Communications,,2053230X,2014-2024,,Journal,John Wiley and Sons Ltd,1304; 3104; 1315; 1311; 1303
21100316073,"Acta crystallographica. Section C, Structural chemistry",,20532296,2014-2024; 1994-1995; 1990-1991; 1987-1988,ENG,Journal,John Wiley & Sons Inc.,2505; 1604; 1606; 3104
13024,Acta Cybernetica,0324721X,,1990-2024,ENG,Journal,"University of Szeged, Institute of Informatics",2614; 2208; 1701; 1712; 1707; 1803; 1802
18385,Acta Cytologica,15547,19382650,1960-2024,ENG,Journal,S. Karger AG,2722; 2734
24213,Acta Dermato-Venereologica,15555,16512057,1948-2024; 1945-1946,ENG,Journal,Medical Journals Sweden AB,2708
36814,"Acta Dermatovenerologica Alpina, Pannonica et Adriatica",13184458,15812979,1994-2024,ENG,Journal,Association of Slovenian Dermatovenerologists,2725; 2708
24217,Acta Dermatovenerologica Croatica,1330027X,18476538,1994-2024,ENG; SCR,Journal,Croatian Dermatovenerological Society,2725; 2708
25387,Acta Diabetologica,9405429,14325233,1991-2024,ENG,Journal,Springer-Verlag Italia s.r.l.,1310; 2712; 2724
21101041610,Acta Didactica Norden,,25358219,2020-2024,NOR,Journal,Universitetet i Oslo,3304
5100155028,Acta Endocrinologica,18410987,1843066X,2008-2024; 2005,,Journal,Acta Endocrinologica Foundation,2807; 1310; 2712
19700177038,Acta Entomologica Musei Nationalis Pragae,3741036,18046487,2005-2024,ENG,Journal,National Museum/Narodni muzeum,1109; 1105
21101080425,Acta Epileptologica,20969384,25244434,2019-2024,ENG,Journal,BioMed Central Ltd,2728; 2808
21100329307,Acta et Commentationes Universitatis Tartuensis de Mathematica,14062283,22284699,2014-2024,ENG,Journal,Tartu University Press,2600
79684,Acta Ethnographica Hungarica,12169803,15882586,2023-2024; 1996-2021,ENG,Journal,Akademiai Kiado,1210; 3316; 3317
24090,Acta Ethologica,8739749,14379546,1998-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,1105; 1103
17900156708,Acta Facultatis Medicae Naissensis,3516083,22172521,2009-2024,ENG,Journal,"University of Nis, Faculty of Medicine",2700
21101039071,Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica,1803408X,25710273,2019-2024,ENG; GRE,Journal,"University of Ostrava, Faculty of Arts",1208; 3310; 3304; 1203; 3316
7700153234,Acta Facultatis Xylologiae Zvolen,13363824,,2007-2024,SLO,Journal,Technical University in Zvolen,1107
21100916903,Acta Fytotechnica et Zootechnica,1335258X,13369245,2018-2024,ENG,Journal,Slovak University of Agriculture in Nitra,1106; 1103; 1102
27820,Acta Gastro-Enterologica Belgica,15644,,1946-2024,ENG; FRE,Journal,Universa Press,2715
27821,Acta Gastroenterologica Latinoamericana,3009033,,1977-2024; 1970-1974,SPA,Journal,Sociedad Argentina de Gastroenterologia,2715
21100453523,Acta Geochimica,20960956,23657499,2016-2024,ENG,Journal,Springer International Publishing AG,1906
144612,Acta Geodaetica et Cartographica Sinica,10011595,,2005-2024,,Journal,Editorial Department of Acta Geodaetica et Cartographica Sinica,1900
21100236211,Acta Geodaetica et Geophysica,22135812,22135820,2013-2024,ENG,Journal,Akademiai Kiado,1907; 1908; 2215
19700175246,Acta Geodynamica et Geomaterialia,12149705,,2004-2024,CZE; ENG,Journal,Czech Academy of Sciences,1909; 1908; 1907
27082,Acta Geographica Lodziensia,651249,,2019-2024; 2002-2009; 1993-1998; 1985-1990; 1982; 1979-1980,ENG,Journal,Lodzkie Towarzystwo Naukowe,1907; 3305
27099,Acta Geographica Slovenica,15816613,15818314,2003-2024,ENG; SLV,Journal,"ZRC SAZU, Zalozba ZRC",1900; 3316; 3305
21101037317,Acta Geographica Universitatis Comenianae,13386034,,2019-2024,ENG,Journal,Comenius University in Bratislava,2308; 1901; 2309; 1903; 3322; 3305
24523,Acta Geologica Polonica,15709,,1990-2024; 1984-1988; 1981,,Journal,"Polish Academy of Sciences, Committee of Geological Sciences",1907
25750,Acta Geologica Sinica (English Edition),10009515,17556724,1988-2024,CHI,Journal,John Wiley and Sons Inc,1907
21100255102,Acta Geologica Slovaca,13380044,13385674,2013-2023,CZE; ENG; SLO,Journal,Comenius University in Bratislava,1911; 1913; 1906; 1907; 1908; 1909
4700152838,Acta Geophysica,18956572,18957455,2006-2024,ENG,Journal,Springer International Publishing AG,1908
27875,Acta Geophysica Sinica,15733,,1979-2024,CHI,Journal,Editorial Office of Chinese Journal of Geophysics,1908; 1906
21100239246,Acta Geoscientica Sinica,10063021,,2013-2024,CHI,Journal,di qiu xue bao bian ji bu,1907
4700152635,Acta Geotechnica,18611125,18611133,2006-2024,ENG,Journal,Springer Verlag,1901; 1909
21100283763,Acta Geotechnica Slovenica,18540171,,2008-2022,ENG; SLV,Journal,University of Maribor,1908; 1907; 1909
21100394733,Acta Gymnica,23364912,23364920,2014-2024,ENG,Journal,Palacky University,3612
25419,Acta Haematologica,15792,14219662,1948-2024,ENG,Journal,S. Karger AG,2720
25421,Acta Haematologica Polonica,15814,23007117,1971-2024,POL,Journal,Via Medica,2730; 2720
19700170812,Acta Herpetologica,18279635,18279643,2009-2024,ENG; ITA,Journal,Firenze University Press,1103
16756,Acta Histochemica,651281,16180372,1954-2025,ENG; GER,Journal,Elsevier GmbH,1307; 2722
18386,Acta Histochemica et Cytochemica,445991,13475800,1968-2024,ENG,Journal,Japan Society of Histochemistry and Cytochemistry,2734; 1307; 2722; 1303; 1314
21100286403,Acta Historiae Artis Slovenica,14080419,,2013-2023,ENG; GER; ITA; SLV,Journal,"ZRC SAZU, Zalozba ZRC",1202; 1213; 3316
19400156801,Acta Historica Tallinnensia,14062925,17367476,2008-2024,ENG; EST,Journal,Estonian Academy Publishers,1202
21101072347,Acta Historica Universitatis Klaipedensis,13924095,23516526,2019-2023,ENG,Journal,Institute of Baltic Region History and Archaeology of Klaipeda University,1202
19700180507,Acta Histriae,13180185,,2009-2023,SLV,Journal,"The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment",1202
26209,Acta Horticulturae,5677572,,1996-2024; 1988; 1984; 1982; 1976,ENG,Book Series,International Society for Horticultural Science,1108
21100790326,Acta Horticulturae Sinica,0513353X,,2016-2024,CHI,Journal,Editorial Office of Horticultural Plant Journal,1108; 1110
21101043308,Acta Hydrobiologica Sinica,10003207,,2019-2024,CHI; ENG,Journal,"Institute of Hydrobiology, Chinese Academy of Sciences",1104; 2303; 2312
21101049048,Acta Hydrologica Slovaca,,26444690,2019-2024,ENG,Journal,"Slovak Academy of Sciences, Institute of Hydrology",1901; 1903; 2312
21100940526,Acta Hydrotechnica,3523551,15810267,2018-2024,SLV,Journal,"University of Ljubljana, Faculty of Civil and Geodetic Engineering",1909; 2305
21101226103,Acta Iadertina,18453392,18491243,2020-2024,ENG; SCR,Journal,University of Zadar,1211; 3301; 3304
4800152405,Acta Ichthyologica et Piscatoria,1371592,17341515,1996-2024,ENG,Journal,Pensoft Publishers,1103; 1104
21100407601,Acta IMEKO,0237028X,2221870X,2012-2024,ENG,Journal,International Measurement Confederation (IMEKO),2208; 2210; 3105
15012,Acta Informatica,15903,14320525,1971-2025,ENG,Journal,Springer New York,1705; 1710; 1712
21100203503,Acta Informatica Medica,3538109,19865988,2012-2024,ENG,Journal,Avicena Publishing,2700
21100945165,Acta Informatica Pragensia,,18054951,2019-2024,SLV,Journal,Prague University of Economics and Business,3309; 1706; 1710; 1404
21101045282,Acta Innovations,,23005599,2013-2024,ENG,Journal,Rotherham Academic Press Ltd,2701; 2201; 1405; 3301; 2305; 2101; 2105; 3304; 2739
5600153982,Acta Koreana,15207412,,2009-2024,ENG,Journal,"Keimyung University, Academia Koreana",1200; 3316
19900193893,Acta Limnologica Brasiliensia,1026712,2179975X,2011-2024,ENG,Journal,Brazilian Limnology Association,1104; 2303; 1105; 2312
21100829208,Acta Linguistica Academica,25598201,,2017-2024,ENG,Journal,Akademiai Kiado ZRt.,1203; 1208; 3310; 3316
21100860057,Acta Linguistica Asiatica,,22323317,2018-2024,ENG,Journal,Ljubljana University Press,3310; 1203
5800209323,Acta Linguistica Hafniensia,3740463,,1996-2024; 1990-1994; 1987-1988; 1985; 1982-1983; 1978; 1973-1974; 1971; 1968-1969; 1965-1966; 1960; 1951-1952; 1944-1945; 1942; 1939-1940,ENG,Journal,Taylor and Francis Ltd.,3310; 1203
21101058914,Acta Linguistica Lithuanica,16484444,2669218X,2019-2024,ENG; LIT,Journal,Institute of the Lithuanian Language,3310; 1203
21101073711,Acta Linguistica Petropolitana,23065737,26584069,2019-2024,ENG; RUS,Journal,Institute for Linguistic Studies RAS,3310; 1203
10600153351,Acta Literaria,7160909,7176848,2007-2024,SPA,Journal,Universidad de Concepcion,1208
21100912227,Acta Logistica,,13395629,2019-2024,ENG,Journal,"4S go, s.r.o",2209; 3313; 2205; 1403
21101023830,Acta Marisiensis - Seria Medica,26687755,26687763,2020-2024,ENG,Journal,Sciendo,2700; 3500; 3000
21101227993,Acta Materia Medica,,27377946,2022-2024,ENG,Journal,Compuscript Ltd,3000; 1313; 1604; 3609; 3603; 2918
28583,Acta Materialia,13596454,,1996-2025,ENG,Journal,Acta Materialia Inc,2503; 2507; 2504; 2506
24527,Acta Mathematica,15962,,1944-2024; 1925-1942; 1920-1923; 1916; 1908-1914; 1899-1906; 1897; 1889-1895; 1882-1887,ENG,Journal,Springer Netherlands,2600
24529,Acta Mathematica Hungarica,2365294,15882632,1983-2024,ENG,Journal,Springer Netherlands,2600
24531,Acta Mathematica Scientia,2529602,15729087,2006-2025; 1996-2004,ENG,Journal,Springer,3100; 2600
21100235603,"Acta Mathematica Sinica, Chinese Series",5831431,,2012-2024,CHI,Journal,shu xue xue bao bian ji bu,2600
24533,"Acta Mathematica Sinica, English Series",14398516,14397617,1998-2024; 1996; 1991-1992,ENG,Journal,Springer Verlag,2604; 2600
76019,Acta Mathematica Universitatis Comenianae,8629544,13360310,2002-2024,ENG,Journal,Univerzita Komenskeho,2600
21100199843,Acta Mathematica Vietnamica,2514184,,2011-2024,ENG,Journal,Springer Verlag,2600
144829,Acta Mathematicae Applicatae Sinica,1689673,,1987-2024; 1984-1985,ENG,Journal,Springer Verlag,2604
19747,Acta Mechanica,15970,16196937,1965-2024,ENG,Journal,Springer-Verlag Wien,2206; 2210
21100206008,Acta Mechanica et Automatica,18984088,,2012-2024,ENG,Journal,Bialystok University of Technology,2210; 2207
13835,Acta Mechanica Sinica/Lixue Xuebao,5677718,16143116,1985-2025,ENG,Journal,Springer Verlag,2206; 2210
13836,Acta Mechanica Solida Sinica,8949166,18602134,1981-2024,ENG,Journal,Huazhong University of Science and Technology,2210; 2211; 2206
26538,Acta Medica,12114286,18059694,1996-2024,ENG,Journal,Charles University Faculty of Medicine in Hradec Kralove,3600; 2700
21100245723,Acta Medica Academica,18401848,18402879,2012-2024,ENG,Journal,Academy of Sciences and Arts of Bosnia and Herzegovina,2739; 2713
26759,Acta Medica Bulgarica,3241750,,2001-2024; 1978-1987; 1975-1976,ENG,Journal,Walter de Gruyter GmbH,2700
145168,Acta Medica Indonesiana,1259326,23382732,2004-2024,ENG,Journal,Indonesian Society of Internal Medicine,2711; 2403; 2723
